1,29850
2,58296
3,71434
4,79929
5,83069
6,82968
7,77143
8,76395
9,64254
10,63428
11,69828
12,68663
13,69495
14,71502
15,73015
16,68223
17,59138
18,50658
19,42755
20,33173
21,21380
22,9641
23,2390
24,147
