data,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
hybrid_match_counts,0,0,155,644,1364,2570,3943,6424,9215,10490,11697,14068,14991,15315,13535,10205,5934,3392,1372,379,76,8,1,0,0,0
