data,0.0,-0.4,-0.8,-1.2,-1.6,-2.0,-2.4,-2.8,-3.2,-3.6,-4.0,-4.4,-4.8,-5.2,-5.6,-6.0,-6.4,-6.8,-7.2,-7.6,-8.0,-8.4,-8.8,-9.2,-9.6,-10.0,-10.4,-10.8,-11.2,-11.6,-12.0,-12.4,-12.8,-13.2,-13.6,-14.0,-14.4,-14.8,-15.2,-15.6,-16.0,-16.4,-16.8,-17.2,-17.6,-18.0,-18.4,-18.8,-19.2,-19.6,-20.0,-20.4,-20.8,-21.2,-21.6,-22.0,-22.4,-22.8,-23.2,-23.6,-24.0,-24.4,-24.8,-25.2,-25.6,-26.0,-26.4,-26.8,-27.2,-27.6,-28.0,-28.4,-28.8,-29.2,-29.6,-30.0,-30.4,-30.8,-31.2,-31.6,-32.0,-32.4,-32.8,-33.2,-33.6,-34.0,-34.4,-34.8
hybrid_energies,14,21,45,94,136,254,264,373,488,628,762,919,1130,1283,1454,1689,1861,2274,2435,2857,2929,2907,3398,3437,3901,3605,4246,4105,5077,4257,4823,3915,4477,4013,3732,3419,3448,3820,3390,2958,2942,2895,2727,2427,2355,2095,2230,1623,1648,1470,1303,1101,1062,818,622,582,502,518,332,294,228,222,194,151,125,80,130,60,59,28,25,29,13,10,10,9,3,3,1,2,0,0,2,0,0,0,0,0
