miRNA--mRNA,299184
mRNA--mRNA,188028
miRNA--pseudogene,69501
mRNA--pseudogene,45879
pseudogene--mRNA,38755
pseudogene--pseudogene,34817
miRNA--miRNA,34391
mRNA--miRNA,17034
miRNA--pr-tr,7557
KSHV-miRNA--mRNA,6171
tRNA--mRNA,6109
pseudogene--miRNA,4607
tRNA--pseudogene,3832
pr-tr--mRNA,3350
mRNA--pr-tr,2630
miRNA--tRNA,2362
KSHV-miRNA--pseudogene,2001
miRNA--miscRNA,1684
miRNA--snRNA,1520
pr-tr--pr-tr,1395
pr-tr--pseudogene,1242
miscRNA--mRNA,1234
mRNA--tRNA,1162
miscRNA--pseudogene,1023
pseudogene--pr-tr,953
KSHV-miRNA--miRNA,787
miRNA--lincRNA,778
miRNA--KSHV-miRNA,767
pseudogene--tRNA,727
miRNA--snoRNA,636
tRNA--miRNA,626
snoRNA--mRNA,574
lincRNA--mRNA,513
mRNA--KSHV-miRNA,504
mRNA--snRNA,457
mRNA--miscRNA,446
snRNA--mRNA,441
snRNA--pseudogene,415
pseudogene--snRNA,399
pr-tr--miRNA,382
pseudogene--miscRNA,373
snoRNA--pseudogene,368
mRNA--lincRNA,344
snoRNA--snoRNA,323
miscRNA--miscRNA,241
miscRNA--miRNA,236
lincRNA--pseudogene,230
mRNA--snoRNA,186
pseudogene--KSHV-miRNA,170
tRNA--tRNA,155
KSHV-miRNA--pr-tr,136
pseudogene--lincRNA,134
lincRNA--miRNA,124
snoRNA--miRNA,123
tRNA--pr-tr,121
pseudogene--snoRNA,113
snRNA--miRNA,88
miscRNA--pr-tr,88
KSHV-miRNA--snRNA,86
snRNA--snRNA,72
KSHV-miRNA--tRNA,61
pr-tr--tRNA,60
lincRNA--lincRNA,42
KSHV-miRNA--KSHV-miRNA,42
pr-tr--lincRNA,41
tRNA--KSHV-miRNA,35
lincRNA--pr-tr,33
pr-tr--miscRNA,33
miscRNA--tRNA,29
tRNA--snRNA,26
tRNA--lincRNA,26
pr-tr--KSHV-miRNA,24
KSHV-miRNA--snoRNA,23
KSHV-miRNA--miscRNA,21
snRNA--tRNA,21
snoRNA--KSHV-miRNA,15
lincRNA--tRNA,14
KSHV-miRNA--lincRNA,14
tRNA--miscRNA,14
snoRNA--snRNA,12
miscRNA--snRNA,10
tRNA--snoRNA,9
snoRNA--pr-tr,9
snoRNA--tRNA,6
pr-tr--snRNA,6
lincRNA--snoRNA,4
miscRNA--KSHV-miRNA,3
Ig--mRNA,2
pr-tr--snoRNA,2
miRNA--Ig,2
snoRNA--miscRNA,2
Trec--mRNA,2
miscRNA--lincRNA,1
lincRNA--KSHV-miRNA,1
snoRNA--lincRNA,1
snRNA--KSHV-miRNA,1
miscRNA--snoRNA,1
