miRNA--mRNA,201631
mRNA--mRNA,61131
miRNA--miRNA,47796
miRNA--pseudogene,43270
mRNA--pseudogene,20679
pseudogene--pseudogene,12973
KSHV-miRNA--mRNA,12313
KSHV-miRNA--pseudogene,4238
miRNA--KSHV-miRNA,3745
KSHV-miRNA--miRNA,3540
miRNA--pr-tr,3135
miRNA--snoRNA,1141
mRNA--pr-tr,1014
miRNA--tRNA,941
mRNA--tRNA,883
miRNA--miscRNA,714
miRNA--lincRNA,604
miRNA--snRNA,502
pseudogene--tRNA,498
mRNA--snoRNA,397
KSHV-miRNA--KSHV-miRNA,389
mRNA--miscRNA,380
pr-tr--pr-tr,324
pr-tr--pseudogene,311
pseudogene--snoRNA,309
miscRNA--pseudogene,259
lincRNA--mRNA,217
KSHV-miRNA--pr-tr,205
KSHV-miRNA--tRNA,131
mRNA--snRNA,126
snoRNA--snoRNA,101
pseudogene--snRNA,87
lincRNA--pseudogene,71
KSHV-miRNA--snoRNA,69
KSHV-miRNA--lincRNA,42
KSHV-miRNA--miscRNA,40
KSHV-miRNA--snRNA,37
lincRNA--lincRNA,35
miscRNA--miscRNA,29
tRNA--tRNA,24
pr-tr--tRNA,16
lincRNA--pr-tr,15
snRNA--snRNA,13
snRNA--snoRNA,7
snoRNA--tRNA,7
miscRNA--pr-tr,7
pr-tr--snoRNA,6
miRNA--Ig,5
Ig--mRNA,5
lincRNA--snoRNA,3
miscRNA--snoRNA,3
miscRNA--tRNA,2
lincRNA--tRNA,2
lincRNA--miscRNA,1
