miRNA--mRNA,164905
mRNA--mRNA,94208
miRNA--pseudogene,48469
miRNA--miRNA,27194
pseudogene--pseudogene,24732
mRNA--pseudogene,23390
pseudogene--mRNA,16043
mRNA--miRNA,10396
miRNA--pr-tr,4175
pseudogene--miRNA,3021
tRNA--mRNA,2689
tRNA--pseudogene,2412
miRNA--tRNA,1646
pr-tr--mRNA,1313
mRNA--pr-tr,1166
miRNA--miscRNA,1116
miRNA--snRNA,1109
pr-tr--pr-tr,801
pr-tr--pseudogene,782
tRNA--miRNA,568
miscRNA--pseudogene,509
miscRNA--mRNA,508
mRNA--tRNA,433
miRNA--lincRNA,429
miRNA--snoRNA,411
pseudogene--pr-tr,344
snoRNA--snoRNA,333
pseudogene--tRNA,327
pr-tr--miRNA,322
pseudogene--snRNA,304
snoRNA--mRNA,267
snoRNA--pseudogene,258
lincRNA--mRNA,251
snRNA--pseudogene,238
snRNA--mRNA,215
pseudogene--miscRNA,203
mRNA--miscRNA,201
mRNA--snRNA,199
miscRNA--miRNA,166
miscRNA--miscRNA,151
snoRNA--miRNA,125
pseudogene--snoRNA,103
lincRNA--pseudogene,99
mRNA--lincRNA,99
lincRNA--miRNA,91
snRNA--miRNA,88
tRNA--tRNA,79
mRNA--snoRNA,77
snRNA--snRNA,65
pseudogene--lincRNA,54
tRNA--pr-tr,36
snoRNA--pr-tr,28
lincRNA--pr-tr,24
lincRNA--lincRNA,21
miscRNA--pr-tr,18
KSHV-miRNA--mRNA,17
miscRNA--tRNA,14
pr-tr--lincRNA,13
pr-tr--miscRNA,12
pr-tr--snRNA,10
snRNA--snoRNA,8
tRNA--lincRNA,7
miscRNA--snRNA,6
snoRNA--miscRNA,6
lincRNA--miscRNA,5
lincRNA--snRNA,5
pr-tr--tRNA,5
KSHV-miRNA--pseudogene,4
tRNA--snoRNA,4
snRNA--pr-tr,4
miRNA--KSHV-miRNA,3
tRNA--miscRNA,3
snRNA--tRNA,3
pseudogene--KSHV-miRNA,2
pr-tr--snoRNA,2
mRNA--KSHV-miRNA,2
snoRNA--lincRNA,2
snoRNA--snRNA,1
tRNA--snRNA,1
lincRNA--snoRNA,1
