mRNA--miRNA,134849
mRNA--mRNA,39304
miRNA--miRNA,24202
miRNA--pseudogene,20685
mRNA--pseudogene,12206
KSHV-miRNA--mRNA,8752
pseudogene--pseudogene,4637
KSHV-miRNA--miRNA,2929
miRNA--pr-tr,1980
KSHV-miRNA--pseudogene,1642
mRNA--pr-tr,800
mRNA--tRNA,717
miRNA--tRNA,512
miRNA--snoRNA,365
miRNA--snRNA,354
miRNA--miscRNA,349
lincRNA--miRNA,341
pseudogene--tRNA,301
mRNA--snoRNA,267
mRNA--miscRNA,230
pr-tr--pseudogene,191
pr-tr--pr-tr,177
KSHV-miRNA--pr-tr,153
lincRNA--mRNA,139
miscRNA--pseudogene,133
KSHV-miRNA--KSHV-miRNA,122
pseudogene--snoRNA,114
mRNA--snRNA,104
KSHV-miRNA--tRNA,64
lincRNA--pseudogene,60
snoRNA--snoRNA,53
KSHV-miRNA--snRNA,44
pseudogene--snRNA,40
lincRNA--lincRNA,18
miscRNA--miscRNA,18
KSHV-miRNA--lincRNA,18
pr-tr--tRNA,15
KSHV-miRNA--miscRNA,15
KSHV-miRNA--snoRNA,13
lincRNA--pr-tr,9
snRNA--snRNA,8
tRNA--tRNA,8
miscRNA--pr-tr,7
pr-tr--snoRNA,5
Ig--miRNA,4
lincRNA--snoRNA,3
miscRNA--snRNA,2
snRNA--snoRNA,2
snRNA--tRNA,2
pr-tr--snRNA,2
Ig--KSHV-miRNA,1
snoRNA--tRNA,1
